scenario,region,LandLeaf,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Units
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,SugarCrop_MissouriR_IRR_lo,0.00362438,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,6.86E-04,6.86E-04,6.86E-04,6.86E-04,6.86E-04,9.15E-04,9.15E-04,9.15E-04,9.15E-04,9.15E-04,9.65E-04,9.65E-04,9.65E-04,9.65E-04,9.65E-04,-0.00233514,-0.00233514,-0.00233514,-0.00233514,-0.00233514,-0.00138421,-0.00138421,-0.00138421,-0.00138421,-0.00138421,-0.00136226,-0.00136226,-0.00136226,-0.00136226,-0.00136226,-0.00128338,-0.00128338,-0.00128338,-0.00128338,-0.00128338,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.05E-04,-2.05E-04,-2.05E-04,-2.05E-04,-2.05E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,SugarCrop_MissouriR_RFD_hi,7.51E-04,-5.22E-05,-5.22E-05,-5.22E-05,-5.22E-05,-5.22E-05,1.85E-04,1.85E-04,1.85E-04,1.85E-04,1.85E-04,2.17E-04,2.17E-04,2.17E-04,2.17E-04,2.17E-04,2.45E-04,2.45E-04,2.45E-04,2.45E-04,2.45E-04,-5.60E-04,-5.60E-04,-5.60E-04,-5.60E-04,-5.60E-04,-6.38E-04,-6.38E-04,-6.38E-04,-6.38E-04,-6.38E-04,-6.60E-04,-6.60E-04,-6.60E-04,-6.60E-04,-6.60E-04,-6.57E-04,-6.57E-04,-6.57E-04,-6.57E-04,-6.57E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.39E-04,-2.39E-04,-2.39E-04,-2.39E-04,-2.39E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,SugarCrop_MissouriR_RFD_lo,7.51E-04,-5.22E-05,-5.22E-05,-5.22E-05,-5.22E-05,-5.22E-05,1.41E-04,1.41E-04,1.41E-04,1.41E-04,1.41E-04,1.88E-04,1.88E-04,1.88E-04,1.88E-04,1.88E-04,1.98E-04,1.98E-04,1.98E-04,1.98E-04,1.98E-04,-4.84E-04,-4.84E-04,-4.84E-04,-4.84E-04,-4.84E-04,-2.87E-04,-2.87E-04,-2.87E-04,-2.87E-04,-2.87E-04,-2.82E-04,-2.82E-04,-2.82E-04,-2.82E-04,-2.82E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.66E-04,-5.65E-05,-5.65E-05,-5.65E-05,-5.65E-05,-5.65E-05,-4.33E-05,-4.33E-05,-4.33E-05,-4.33E-05,-4.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Tundra_MissouriR,-1.95E-04,-7.13E-04,-7.33E-04,-7.62E-04,-7.98E-04,-8.40E-04,-8.78E-04,-9.04E-04,-9.20E-04,-9.27E-04,-9.26E-04,-9.20E-04,-9.09E-04,-8.93E-04,-8.75E-04,-8.53E-04,-8.30E-04,-8.04E-04,-7.78E-04,-7.51E-04,-7.23E-04,-6.96E-04,-6.68E-04,-6.40E-04,-6.13E-04,-5.86E-04,-5.60E-04,-5.34E-04,-5.09E-04,-4.85E-04,-4.62E-04,-4.39E-04,-4.18E-04,-3.97E-04,-3.77E-04,-3.57E-04,-3.39E-04,-3.21E-04,-3.04E-04,-2.88E-04,-2.73E-04,-2.58E-04,-2.44E-04,-2.31E-04,-2.19E-04,-2.07E-04,-1.95E-04,-1.85E-04,-1.75E-04,-1.65E-04,-1.56E-04,-1.47E-04,-1.39E-04,-1.31E-04,-1.24E-04,-1.17E-04,-1.10E-04,-1.04E-04,-9.80E-05,-9.25E-05,-8.72E-05,-8.22E-05,-7.76E-05,-7.31E-05,-6.90E-05,-6.50E-05,-6.13E-05,-5.78E-05,-5.45E-05,-5.13E-05,-4.84E-05,-4.56E-05,-4.30E-05,-4.05E-05,-3.82E-05,-3.60E-05,-3.39E-05,-3.19E-05,-3.01E-05,-2.84E-05,-2.67E-05,-2.52E-05,-2.37E-05,-2.23E-05,-2.11E-05,-1.98E-05,-1.87E-05,-1.76E-05,-1.66E-05,-1.56E-05,-1.47E-05,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,UnmanagedForest_MissouriR,-1.08395,-1.17082,-1.23567,-1.2817,-1.3117,-1.32813,-1.3331,-1.32848,-1.31587,-1.29667,-1.27209,-1.24319,-1.21086,-1.17588,-1.13893,-1.10055,-1.06126,-1.02144,-0.981463,-0.941605,-0.902112,-0.863185,-0.824985,-0.787645,-0.75127,-0.715939,-0.681714,-0.648637,-0.616738,-0.586032,-0.556525,-0.528214,-0.501088,-0.475131,-0.450321,-0.426632,-0.404036,-0.382502,-0.361996,-0.342484,-0.323931,-0.306301,-0.289559,-0.273667,-0.258591,-0.244296,-0.230747,-0.21791,-0.205753,-0.194243,-0.183351,-0.173045,-0.163297,-0.15408,-0.145367,-0.137131,-0.129349,-0.121997,-0.115053,-0.108496,-0.102304,-0.0964578,-0.0909399,-0.0857321,-0.0808175,-0.0761804,-0.0718054,-0.0676783,-0.0637854,-0.0601137,-0.056651,-0.0533856,-0.0503066,-0.0474035,-0.0446665,-0.0420862,-0.0396538,-0.0373609,-0.0351998,-0.0331628,-0.031243,-0.0294337,-0.0277286,-0.0261218,-0.0246077,-0.0231809,-0.0218366,-0.0205699,-0.0193763,-0.0182518,-0.0171924,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,UnmanagedPasture_MissouriR,-2.45999,-2.43859,-2.29328,-2.11458,-1.94321,-1.79485,0.847389,1.12549,1.39631,1.63203,1.82555,1.61566,1.73432,1.82497,1.89352,1.945,1.72429,1.75287,1.77408,1.78979,1.80142,2.00124,2.00759,2.01228,2.01573,2.01828,1.54347,1.54487,1.54591,1.54668,1.54725,1.36281,1.36313,1.36337,1.36355,1.36368,1.04177,1.04186,1.04193,1.04199,1.04203,1.53401,1.53401,1.534,1.53399,1.53398,1.36206,1.36206,1.36206,1.36207,1.36207,-4.84E-04,-4.12E-04,-3.35E-04,-2.64E-04,-2.05E-04,-1.57E-04,-1.19E-04,-8.94E-05,-6.71E-05,-5.01E-05,-3.74E-05,-2.78E-05,-2.07E-05,-1.54E-05,-1.14E-05,-8.46E-06,-6.27E-06,-4.65E-06,-3.45E-06,-2.56E-06,-1.89E-06,-1.40E-06,-1.04E-06,-7.70E-07,-5.71E-07,-4.23E-07,-3.13E-07,-2.32E-07,-1.72E-07,-1.27E-07,-9.44E-08,-6.99E-08,-5.18E-08,-3.84E-08,-2.84E-08,-2.11E-08,-1.56E-08,-1.16E-08,-8.56E-09,-6.34E-09,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,UrbanLand_MissouriR,-0.0212729,-0.0225866,-0.0225866,-0.0225866,-0.0225866,-0.0225866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Wheat_MissouriR_IRR_hi,6.00E-04,0.00319186,0.00319186,0.00319186,0.00319186,0.00319186,0.00220572,0.00220572,0.00220572,0.00220572,0.00220572,0.00157518,0.00157518,0.00157518,0.00157518,0.00157518,0.00145268,0.00145268,0.00145268,0.00145268,0.00145268,-3.69E-04,-3.69E-04,-3.69E-04,-3.69E-04,-3.69E-04,1.85E-05,1.85E-05,1.85E-05,1.85E-05,1.85E-05,3.13E-04,3.13E-04,3.13E-04,3.13E-04,3.13E-04,4.00E-04,4.00E-04,4.00E-04,4.00E-04,4.00E-04,-9.19E-04,-9.19E-04,-9.19E-04,-9.19E-04,-9.19E-04,-8.38E-04,-8.38E-04,-8.38E-04,-8.38E-04,-8.38E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Wheat_MissouriR_IRR_lo,6.00E-04,0.00319186,0.00319186,0.00319186,0.00319186,0.00319186,2.23E-04,2.23E-04,2.23E-04,2.23E-04,2.23E-04,4.79E-04,4.79E-04,4.79E-04,4.79E-04,4.79E-04,7.06E-04,7.06E-04,7.06E-04,7.06E-04,7.06E-04,-1.69E-04,-1.69E-04,-1.69E-04,-1.69E-04,-1.69E-04,1.16E-04,1.16E-04,1.16E-04,1.16E-04,1.16E-04,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,2.72E-04,2.72E-04,2.72E-04,2.72E-04,2.72E-04,-4.51E-04,-4.51E-04,-4.51E-04,-4.51E-04,-4.51E-04,-1.92E-04,-1.92E-04,-1.92E-04,-1.92E-04,-1.92E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Wheat_MissouriR_RFD_hi,0.0130563,0.0694556,0.0694556,0.0694556,0.0694556,0.0694556,-0.0237154,-0.0237154,-0.0237154,-0.0237154,-0.0237154,-0.029943,-0.029943,-0.029943,-0.029943,-0.029943,-0.0260666,-0.0260666,-0.0260666,-0.0260666,-0.0260666,-0.040025,-0.040025,-0.040025,-0.040025,-0.040025,-0.0271025,-0.0271025,-0.0271025,-0.0271025,-0.0271025,-0.0172207,-0.0172207,-0.0172207,-0.0172207,-0.0172207,-0.0142721,-0.0142721,-0.0142721,-0.0142721,-0.0142721,-0.0304524,-0.0304524,-0.0304524,-0.0304524,-0.0304524,-0.0287838,-0.0287838,-0.0287838,-0.0287838,-0.0287838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Wheat_MissouriR_RFD_lo,0.0130563,0.0694556,0.0694556,0.0694556,0.0694556,0.0694556,-0.0151541,-0.0151541,-0.0151541,-0.0151541,-0.0151541,-0.00766814,-0.00766814,-0.00766814,-0.00766814,-0.00766814,-3.52E-04,-3.52E-04,-3.52E-04,-3.52E-04,-3.52E-04,-0.00694036,-0.00694036,-0.00694036,-0.00694036,-0.00694036,-0.00338103,-0.00338103,-0.00338103,-0.00338103,-0.00338103,-0.00597078,-0.00597078,-0.00597078,-0.00597078,-0.00597078,3.78E-04,3.78E-04,3.78E-04,3.78E-04,3.78E-04,-0.008553,-0.008553,-0.008553,-0.008553,-0.008553,-0.00184382,-0.00184382,-0.00184382,-0.00184382,-0.00184382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,biomassGrass_MissouriR_IRR_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,biomassGrass_MissouriR_IRR_lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,biomassGrass_MissouriR_RFD_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,biomassGrass_MissouriR_RFD_lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,biomassTree_MissouriR_IRR_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,biomassTree_MissouriR_IRR_lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,biomassTree_MissouriR_RFD_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,biomassTree_MissouriR_RFD_lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Corn_MissouriR_IRR_hi,-0.125968,-0.028129,-0.028129,-0.028129,-0.028129,-0.028129,-0.0451369,-0.0451369,-0.0451369,-0.0451369,-0.0451369,-0.0176883,-0.0176883,-0.0176883,-0.0176883,-0.0176883,-0.0054177,-0.0054177,-0.0054177,-0.0054177,-0.0054177,-0.0281862,-0.0281862,-0.0281862,-0.0281862,-0.0281862,-0.0145471,-0.0145471,-0.0145471,-0.0145471,-0.0145471,-0.0138762,-0.0138762,-0.0138762,-0.0138762,-0.0138762,-0.0097529,-0.0097529,-0.0097529,-0.0097529,-0.0097529,-0.0387728,-0.0387728,-0.0387728,-0.0387728,-0.0387728,-0.0332321,-0.0332321,-0.0332321,-0.0332321,-0.0332321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Corn_MissouriR_IRR_lo,-0.125968,-0.028129,-0.028129,-0.028129,-0.028129,-0.028129,-0.0291149,-0.0291149,-0.0291149,-0.0291149,-0.0291149,0.00160785,0.00160785,0.00160785,0.00160785,0.00160785,0.00698021,0.00698021,0.00698021,0.00698021,0.00698021,-0.00199951,-0.00199951,-0.00199951,-0.00199951,-0.00199951,-0.00645065,-0.00645065,-0.00645065,-0.00645065,-0.00645065,1.96E-05,1.96E-05,1.96E-05,1.96E-05,1.96E-05,0.00158645,0.00158645,0.00158645,0.00158645,0.00158645,-0.00796324,-0.00796324,-0.00796324,-0.00796324,-0.00796324,-0.0147666,-0.0147666,-0.0147666,-0.0147666,-0.0147666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Corn_MissouriR_RFD_hi,-0.185796,-0.0414889,-0.0414889,-0.0414889,-0.0414889,-0.0414889,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.061353,-0.061353,-0.061353,-0.061353,-0.061353,-0.0375624,-0.0375624,-0.0375624,-0.0375624,-0.0375624,-0.060361,-0.060361,-0.060361,-0.060361,-0.060361,-0.0433098,-0.0433098,-0.0433098,-0.0433098,-0.0433098,-0.0320643,-0.0320643,-0.0320643,-0.0320643,-0.0320643,-0.0296137,-0.0296137,-0.0296137,-0.0296137,-0.0296137,-0.0630286,-0.0630286,-0.0630286,-0.0630286,-0.0630286,-0.0544051,-0.0544051,-0.0544051,-0.0544051,-0.0544051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Corn_MissouriR_RFD_lo,-0.185796,-0.0414889,-0.0414889,-0.0414889,-0.0414889,-0.0414889,-0.0499758,-0.0499758,-0.0499758,-0.0499758,-0.0499758,-0.00375666,-0.00375666,-0.00375666,-0.00375666,-0.00375666,-0.00470718,-0.00470718,-0.00470718,-0.00470718,-0.00470718,-0.00484547,-0.00484547,-0.00484547,-0.00484547,-0.00484547,-0.0014172,-0.0014172,-0.0014172,-0.0014172,-0.0014172,-0.0116103,-0.0116103,-0.0116103,-0.0116103,-0.0116103,0.00122733,0.00122733,0.00122733,0.00122733,0.00122733,-0.0106311,-0.0106311,-0.0106311,-0.0106311,-0.0106311,-0.0215138,-0.0215138,-0.0215138,-0.0215138,-0.0215138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FiberCrop_MissouriR_IRR_hi,1.67E-08,4.18E-09,4.18E-09,4.18E-09,4.18E-09,4.18E-09,-1.43E-09,-1.43E-09,-1.43E-09,-1.43E-09,-1.43E-09,-2.20E-09,-2.20E-09,-2.20E-09,-2.20E-09,-2.20E-09,-2.08E-09,-2.08E-09,-2.08E-09,-2.08E-09,-2.08E-09,-1.92E-09,-1.92E-09,-1.92E-09,-1.92E-09,-1.92E-09,-1.05E-09,-1.05E-09,-1.05E-09,-1.05E-09,-1.05E-09,-7.15E-10,-7.15E-10,-7.15E-10,-7.15E-10,-7.15E-10,-6.14E-10,-6.14E-10,-6.14E-10,-6.14E-10,-6.14E-10,-2.29E-09,-2.29E-09,-2.29E-09,-2.29E-09,-2.29E-09,-2.40E-09,-2.40E-09,-2.40E-09,-2.40E-09,-2.40E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FiberCrop_MissouriR_IRR_lo,1.67E-08,4.18E-09,4.18E-09,4.18E-09,4.18E-09,4.18E-09,-7.91E-10,-7.91E-10,-7.91E-10,-7.91E-10,-7.91E-10,-5.06E-10,-5.06E-10,-5.06E-10,-5.06E-10,-5.06E-10,-4.14E-10,-4.14E-10,-4.14E-10,-4.14E-10,-4.14E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-10,1.24E-10,1.24E-10,1.24E-10,1.24E-10,-4.36E-10,-4.36E-10,-4.36E-10,-4.36E-10,-4.36E-10,-4.42E-10,-4.42E-10,-4.42E-10,-4.42E-10,-4.42E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FiberCrop_MissouriR_RFD_hi,2.46E-06,4.64E-07,4.64E-07,4.64E-07,4.64E-07,4.64E-07,-1.73E-07,-1.73E-07,-1.73E-07,-1.73E-07,-1.73E-07,-2.56E-07,-2.56E-07,-2.56E-07,-2.56E-07,-2.56E-07,-2.42E-07,-2.42E-07,-2.42E-07,-2.42E-07,-2.42E-07,-2.23E-07,-2.23E-07,-2.23E-07,-2.23E-07,-2.23E-07,-1.23E-07,-1.23E-07,-1.23E-07,-1.23E-07,-1.23E-07,-8.35E-08,-8.35E-08,-8.35E-08,-8.35E-08,-8.35E-08,-6.87E-08,-6.87E-08,-6.87E-08,-6.87E-08,-6.87E-08,-2.64E-07,-2.64E-07,-2.64E-07,-2.64E-07,-2.64E-07,-2.79E-07,-2.79E-07,-2.79E-07,-2.79E-07,-2.79E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FiberCrop_MissouriR_RFD_lo,2.46E-06,4.64E-07,4.64E-07,4.64E-07,4.64E-07,4.64E-07,-1.10E-07,-1.10E-07,-1.10E-07,-1.10E-07,-1.10E-07,-8.03E-08,-8.03E-08,-8.03E-08,-8.03E-08,-8.03E-08,-6.81E-08,-6.81E-08,-6.81E-08,-6.81E-08,-6.81E-08,-2.79E-08,-2.79E-08,-2.79E-08,-2.79E-08,-2.79E-08,-2.17E-08,-2.17E-08,-2.17E-08,-2.17E-08,-2.17E-08,-1.76E-08,-1.76E-08,-1.76E-08,-1.76E-08,-1.76E-08,9.07E-09,9.07E-09,9.07E-09,9.07E-09,9.07E-09,-7.26E-08,-7.26E-08,-7.26E-08,-7.26E-08,-7.26E-08,-7.38E-08,-7.38E-08,-7.38E-08,-7.38E-08,-7.38E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FodderGrass_MissouriR_IRR_hi,0.00791831,0.00335511,0.00335511,0.00335511,0.00335511,0.00335511,-0.00701857,-0.00701857,-0.00701857,-0.00701857,-0.00701857,-0.00733488,-0.00733488,-0.00733488,-0.00733488,-0.00733488,-0.00758284,-0.00758284,-0.00758284,-0.00758284,-0.00758284,-0.00741738,-0.00741738,-0.00741738,-0.00741738,-0.00741738,-0.00717427,-0.00717427,-0.00717427,-0.00717427,-0.00717427,-0.00645691,-0.00645691,-0.00645691,-0.00645691,-0.00645691,-0.00621236,-0.00621236,-0.00621236,-0.00621236,-0.00621236,-0.00678643,-0.00678643,-0.00678643,-0.00678643,-0.00678643,-0.00654776,-0.00654776,-0.00654776,-0.00654776,-0.00654776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FodderGrass_MissouriR_IRR_lo,0.00791831,0.00335511,0.00335511,0.00335511,0.00335511,0.00335511,-0.00359275,-0.00359275,-0.00359275,-0.00359275,-0.00359275,-0.00290942,-0.00290942,-0.00290942,-0.00290942,-0.00290942,-0.00277735,-0.00277735,-0.00277735,-0.00277735,-0.00277735,-0.00237081,-0.00237081,-0.00237081,-0.00237081,-0.00237081,-0.00228024,-0.00228024,-0.00228024,-0.00228024,-0.00228024,-0.00195552,-0.00195552,-0.00195552,-0.00195552,-0.00195552,-0.00180999,-0.00180999,-0.00180999,-0.00180999,-0.00180999,-0.00159935,-0.00159935,-0.00159935,-0.00159935,-0.00159935,-0.00141071,-0.00141071,-0.00141071,-0.00141071,-0.00141071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FodderGrass_MissouriR_RFD_hi,0.0425023,0.0180089,0.0180089,0.0180089,0.0180089,0.0180089,-0.0376729,-0.0376729,-0.0376729,-0.0376729,-0.0376729,-0.0393707,-0.0393707,-0.0393707,-0.0393707,-0.0393707,-0.0407016,-0.0407016,-0.0407016,-0.0407016,-0.0407016,-0.0398135,-0.0398135,-0.0398135,-0.0398135,-0.0398135,-0.0385086,-0.0385086,-0.0385086,-0.0385086,-0.0385086,-0.0346581,-0.0346581,-0.0346581,-0.0346581,-0.0346581,-0.0333455,-0.0333455,-0.0333455,-0.0333455,-0.0333455,-0.0364268,-0.0364268,-0.0364268,-0.0364268,-0.0364268,-0.0351457,-0.0351457,-0.0351457,-0.0351457,-0.0351457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FodderGrass_MissouriR_RFD_lo,0.0425023,0.0180089,0.0180089,0.0180089,0.0180089,0.0180089,-0.0192844,-0.0192844,-0.0192844,-0.0192844,-0.0192844,-0.0156166,-0.0156166,-0.0156166,-0.0156166,-0.0156166,-0.0149077,-0.0149077,-0.0149077,-0.0149077,-0.0149077,-0.0127255,-0.0127255,-0.0127255,-0.0127255,-0.0127255,-0.0122394,-0.0122394,-0.0122394,-0.0122394,-0.0122394,-0.0104964,-0.0104964,-0.0104964,-0.0104964,-0.0104964,-0.0097153,-0.0097153,-0.0097153,-0.0097153,-0.0097153,-0.00858464,-0.00858464,-0.00858464,-0.00858464,-0.00858464,-0.00757214,-0.00757214,-0.00757214,-0.00757214,-0.00757214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
