Model,scenario,region,landType,riverBasin,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,series,run,model_run_date,script_run_date,comments
GCAM,REF,USA,ProtectedShrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.117281633,-0.111459333,-0.106325267,-0.101794,-0.097790733,-0.094250567,-0.084171633,-0.0752708,-0.067401767,-0.0604384,-0.054269967,-0.0487993,-0.043942433,-0.039624933,-0.035782743,-0.032358993,-0.029304293,-0.02657523,-0.02413389,-0.021946907,-0.01998513,-0.018222893,-0.016637683,-0.015209663,-0.013921417,-0.01275758,-0.011704697,-0.01075085,-0.009885443,-0.009099237,-0.00838398,-0.007732413,-0.007138047,-0.006595197,-0.006098767,-0.005644173,-0.005227493,-0.004845023,-0.00449361,-0.004170393,-0.003872807,-0.003598503,-0.003345452,-0.003111786,-0.002895834,-0.002696085,-0.002511183,-0.002339891,-0.002181095,-0.002033786,-0.001897045,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,ProtectedUnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-1.391899667,-1.27666,-1.202861,-1.133784667,-1.068983667,-1.008073,-0.991485,-0.940804333,-0.892734333,-0.847106333,-0.803766333,-0.762575,-0.723415,-0.686172667,-0.650745333,-0.617045,-0.584983667,-0.554484333,-0.525473667,-0.497882,-0.471643333,-0.446699,-0.422986667,-0.400451333,-0.379045333,-0.358709633,-0.3394006,-0.321070933,-0.3036748,-0.287169667,-0.271514467,-0.256668867,-0.242595467,-0.229256867,-0.2166186,-0.204646567,-0.1933085,-0.1825736,-0.1724118,-0.162795233,-0.153695667,-0.145088167,-0.136947067,-0.1292489,-0.121970933,-0.115091167,-0.108589067,-0.1024452,-0.096640867,-0.091157367,-0.085978567,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,ProtectedUnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-3.717633333,-3.542843333,-3.348829,-3.162683333,-2.99541,-2.850063333,-2.489501667,-2.145993667,-1.837392333,-1.568453333,-1.337849333,-1.141752333,-0.975612,-0.834980667,-0.715858,-0.614793667,-0.528861667,-0.455631,-0.393077667,-0.339528933,-0.293590733,-0.254108067,-0.220115867,-0.190806733,-0.165501967,-0.1436292,-0.1247037,-0.108314067,-0.094110133,-0.081791967,-0.071103633,-0.061825133,-0.053766533,-0.046765767,-0.040681667,-0.035393087,-0.030794867,-0.026796183,-0.023318313,-0.02029302,-0.017661087,-0.01537118,-0.01337864,-0.011644747,-0.01013584,-0.008822623,-0.007679723,-0.006684993,-0.005819147,-0.005065537,-0.00440957,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Rapeseed,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-1.05895944,-1.131972527,-1.182054427,-1.225658133,-1.263617813,-1.2966558,-1.15549049,-1.053525733,-0.964763103,-0.887493603,-0.820224423,-0.727050353,-0.650199843,-0.58329854,-0.525057676,-0.474355743,-0.428224592,-0.388310626,-0.353563577,-0.323314424,-0.296980864,-0.275196152,-0.256090872,-0.239459238,-0.224979964,-0.212375651,-0.199872633,-0.189177417,-0.179865704,-0.171760244,-0.164703576,-0.159869666,-0.155500096,-0.151696406,-0.148384705,-0.145502023,-0.138335806,-0.132671224,-0.127739392,-0.12344629,-0.119708978,-0.131665413,-0.14020068,-0.147631286,-0.154099748,-0.159731044,-0.162850699,-0.165786511,-0.168342335,-0.170567173,-0.172503958,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,RootTuber,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.029655765,0.023921011,0.020974507,0.018409483,0.016176475,0.014232563,0.008634032,0.005092743,0.002009877,-0.00067391,-0.003010283,-0.004991525,-0.0067343,-0.008251495,-0.009572264,-0.010722082,-0.011406313,-0.012110527,-0.012723634,-0.013257325,-0.013721957,-0.014171161,-0.014546426,-0.014873096,-0.015157483,-0.015405056,-0.015060932,-0.014952304,-0.014857715,-0.014775347,-0.014703667,-0.014213591,-0.013932835,-0.013688437,-0.013475664,-0.013290442,-0.012909552,-0.01265352,-0.012430634,-0.012236576,-0.012067631,-0.011558964,-0.011239017,-0.010960492,-0.010718016,-0.010506904,-0.010195247,-0.009967675,-0.009769556,-0.0095971,-0.009446982,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Shrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-1.301377,-1.236770333,-1.179801333,-1.129520333,-1.085102333,-1.045817667,-0.712466333,-0.535197667,-0.379496333,-0.242655967,-0.122307533,-0.049266433,0.032420227,0.104544367,0.168282767,0.224664367,0.257508167,0.295752233,0.3297844,0.3601048,0.387152333,0.448334333,0.482914667,0.513560667,0.540745333,0.564886667,0.543257,0.547286667,0.551188,0.554946333,0.558558,0.546608333,0.544544,0.543026,0.54197,0.541291667,0.508258667,0.496771,0.486973667,0.478628333,0.471544333,0.523607333,0.538758,0.552093667,0.563841667,0.574192667,0.567585333,0.570170333,0.572524333,0.574673,0.576638333,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Soybean,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-16.998168,-17.32862267,-17.56247533,-17.76613667,-17.94339067,-18.09769867,-17.381056,-16.90291533,-16.48667167,-16.12433167,-15.808914,-15.55640167,-15.33310533,-15.13870233,-14.96945633,-14.822137,-14.278396,-13.87140333,-13.517097,-13.20871567,-12.94021703,-12.69448253,-12.48566807,-12.3038399,-12.145551,-12.00777453,-11.5797935,-11.2557302,-10.97362567,-10.728058,-10.5142609,-10.12163687,-9.812277493,-9.5429774,-9.308550533,-9.104446633,-8.490811267,-8.0252117,-7.619906653,-7.267063833,-6.959923667,-6.89880653,-6.804236267,-6.721940133,-6.650273667,-6.5878868,-6.263427867,-6.023941,-5.815468267,-5.6339591,-5.475947033,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,SugarCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.1837088,0.126876127,0.107272513,0.090206893,0.075350147,0.06241664,0.07252905,0.073230337,0.0738408,0.07437232,0.074835017,0.078852107,0.080979213,0.08283099,0.08444304,0.085846457,0.088912853,0.090883503,0.092599173,0.0940929,0.09539332,0.023688676,-0.011132062,-0.04144525,-0.067834397,-0.090807567,-0.104980077,-0.119525707,-0.132188357,-0.143211823,-0.152808443,-0.1619838,-0.169659857,-0.176342283,-0.182159633,-0.18722407,-0.190682177,-0.194052723,-0.196986827,-0.199541687,-0.20176497,-0.174157977,-0.161320867,-0.150145343,-0.14041676,-0.13194753,-0.122462927,-0.115008043,-0.10851786,-0.102867967,-0.097949463,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Tundra,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.026284133,-0.048030767,-0.065384,-0.080532467,-0.0937607,-0.105314367,-0.092219233,-0.080793167,-0.070820933,-0.062115167,-0.054513433,-0.0478731,-0.042071333,-0.036999967,-0.032565317,-0.028686167,-0.025291347,-0.022319037,-0.019715263,-0.017433203,-0.0154319,-0.01367575,-0.01213377,-0.010778827,-0.009587417,-0.008538933,-0.00761552,-0.00680152,-0.006083293,-0.00544896,-0.004888143,-0.004391823,-0.003952043,-0.003561936,-0.003215458,-0.002907337,-0.002632964,-0.002388313,-0.002169856,-0.001974507,-0.001799567,-0.001642663,-0.001501716,-0.001374912,-0.001260648,-0.001157519,-0.00106429,-0.000979876,-0.00090332,-0.000833778,-0.00077051,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,UnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-8.529143333,-8.258066667,-7.98259,-7.70451,-7.42555,-7.14714,-6.8706,-6.596993333,-6.327346667,-6.06243,-5.803013333,-5.549646667,-5.30277,-5.062823333,-4.830063333,-4.60471,-4.38691,-4.176773333,-3.974336667,-3.779563333,-3.592413,-3.412827,-3.240684333,-3.075842,-2.918153333,-2.767442333,-2.623525667,-2.486205333,-2.355276,-2.230532333,-2.111758,-1.998740333,-1.891255667,-1.789098667,-1.692049333,-1.599902333,-1.512445,-1.429475667,-1.350796333,-1.276212667,-1.205541333,-1.138595333,-1.075198667,-1.015182667,-0.958386,-0.904647333,-0.853816333,-0.805746333,-0.760294333,-0.717335667,-0.676734667,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,UnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-41.25146667,-39.3118,-37.1591,-35.09363,-33.23752667,-31.62474333,-14.23202,-6.500046667,0.336326467,6.2876,11.42562667,13.27373667,16.32161667,18.92861667,21.16018667,23.07286667,23.33741667,24.35103,25.22003,25.96645333,26.60874333,28.81923,29.77527667,30.60449333,31.32404,31.94876667,29.87273667,29.58838667,29.34015333,29.12356333,28.93462,27.77687,27.34662333,26.97192667,26.64563,26.3615,24.34457667,23.61843,22.98626,22.43589333,21.95673333,24.19651667,24.60018,24.95159333,25.25746667,25.52377667,24.81347,24.7434,24.68238667,24.62925667,24.58302,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,UrbanLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-1.654231333,-1.668832,-1.677346,-1.68476,-1.691217,-1.696834333,-1.405085,-1.223196333,-1.064855,-0.927010333,-0.807007667,-0.702540667,-0.6116,-0.532425667,-0.463503333,-0.403505667,-0.351271067,-0.305799267,-0.266213567,-0.2317524,-0.2017521,-0.175635533,-0.152899633,-0.133106967,-0.1158762,-0.100876233,-0.087817767,-0.076449633,-0.0665533,-0.0579381,-0.050437933,-0.0439087,-0.038225,-0.033276687,-0.02896905,-0.02521904,-0.021954423,-0.019112427,-0.016638343,-0.014484507,-0.01260952,-0.01097723,-0.009556213,-0.00831919,-0.007242253,-0.00630476,-0.005488597,-0.004778107,-0.004159577,-0.00362113,-0.003152376,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Wheat,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,12.2739276,13.912316,14.96203133,15.8758908,16.67141153,17.36393707,13.78093273,11.24142433,9.030620867,7.106046933,5.430568733,3.968477333,2.696768433,1.589681133,0.625908067,-0.2131096,-0.679485767,-1.1218416,-1.506935833,-1.842179533,-2.134023467,-2.8757685,-3.450720376,-3.951259437,-4.38699228,-4.766316353,-4.704063943,-4.70466557,-4.705202957,-4.705693043,-4.706090877,-4.533049657,-4.406481457,-4.296263877,-4.200363127,-4.116855673,-3.825311527,-3.601984027,-3.40757285,-3.238323587,-3.090985883,-3.57134866,-3.903084088,-4.191872175,-4.443296513,-4.662146023,-4.65429162,-4.67513596,-4.693325413,-4.709131313,-4.722873393,86,HWSD_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,biomassGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,-0.041825026,-0.081487952,-0.118142871,-0.151576261,-0.181875796,-0.19772922,-0.211513605,-0.22373474,-0.234701823,-0.244616218,-0.257528757,-0.269417936,-0.280296602,-0.290217209,-0.299250182,-0.305404567,-0.310925878,-0.31592158,-0.320463195,-0.324602807,-0.311315792,-0.298617521,-0.286854945,-0.276130383,-0.266426226,-0.259518116,-0.253386124,-0.247900044,-0.242966345,-0.238513137,-0.234375002,-0.230622363,-0.227215607,-0.224119889,-0.221304765,-0.21561875,-0.210324474,-0.205463381,-0.201032901,-0.197008459,-0.190210323,-0.18391323,-0.178150188,-0.172907989,-0.168152891,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,biomassTree,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,-0.005624708,-0.010958825,-0.015888463,-0.020384811,-0.024459717,-0.026751499,-0.028756821,-0.030540457,-0.032143081,-0.033592168,-0.035625442,-0.037501068,-0.039217836,-0.040782862,-0.042206673,-0.043198037,-0.044087397,-0.044891588,-0.045622017,-0.046287158,-0.044003807,-0.041820964,-0.03979863,-0.037954373,-0.036285404,-0.034968004,-0.033790204,-0.032732746,-0.031780189,-0.030919954,-0.030101385,-0.029358229,-0.028683479,-0.028070607,-0.027513706,-0.026685452,-0.025919627,-0.02521843,-0.024579625,-0.023999103,-0.023115866,-0.022299385,-0.021552449,-0.020872819,-0.020255911,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Corn,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.000952333,-0.001092752,-0.001145084,-0.001192803,-0.0012363,-0.001275962,-0.001098235,-0.001045269,-0.000996979,-0.000952954,-0.000912815,-0.00096691,-0.000969984,-0.00097279,-0.000975346,-0.000977677,-0.000954921,-0.000946861,-0.000939512,-0.000932815,-0.000926706,-0.000934491,-0.000934783,-0.000935053,-0.000935296,-0.00093552,-0.000912594,-0.000903484,-0.000895176,-0.000887604,-0.000880698,-0.000881254,-0.000878267,-0.000875545,-0.000873065,-0.000870801,-0.000855606,-0.000848449,-0.000841922,-0.000835974,-0.000830549,-0.000840636,-0.00084215,-0.000843529,-0.000844787,-0.000845934,-0.000861145,-0.000867789,-0.000873848,-0.000879371,-0.000884405,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FiberCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.004792013,0.004160485,0.00396027,0.00377773,0.003611303,0.003459572,0.002780084,0.002310303,0.001881994,0.001491497,0.001135469,0.000945771,0.000735492,0.000543781,0.000368988,0.000209627,7.94E-05,-4.34E-05,-0.000155471,-0.000257614,-0.000350737,-0.000452999,-0.000541431,-0.000622055,-0.000695562,-0.00076258,-0.000776185,-0.000801734,-0.000825025,-0.000846259,-0.00086562,-0.000874245,-0.000884609,-0.000894057,-0.00090267,-0.000910521,-0.000903934,-0.000901733,-0.000899726,-0.000897894,-0.000896223,-0.000935031,-0.00095925,-0.000981337,-0.00100147,-0.001019827,-0.001035445,-0.001049995,-0.001063258,-0.001075352,-0.001086377,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FodderGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FodderHerb,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.00234691,0.004629758,0.005635151,0.006551792,0.007387513,0.008149483,0.004665611,0.003344399,0.002139826,0.001041588,4.03E-05,-0.001062386,-0.00198347,-0.002823238,-0.003588875,-0.004286923,-0.005056027,-0.005698299,-0.006283854,-0.006817753,-0.007304502,-0.008751458,-0.009625302,-0.010421991,-0.011148339,-0.011810607,-0.012201119,-0.01265182,-0.013062718,-0.013437354,-0.013778897,-0.014264118,-0.014629318,-0.01496228,-0.015265849,-0.01554261,-0.015381476,-0.015418157,-0.015451553,-0.015482017,-0.015509816,-0.014816753,-0.014503906,-0.014218701,-0.013958696,-0.013721609,-0.013376307,-0.013118815,-0.01288406,-0.012670042,-0.012474897,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Forest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.002800431,0.001363032,3.34E-05,-0.001196301,-0.002333558,-0.003385199,-0.002067256,-0.001789117,-0.001529546,-0.00128744,-0.001061738,-0.000742944,-0.000543902,-0.000358654,-0.0001863,-2.60E-05,3.42E-05,0.000163724,0.00028424,0.000396363,0.00050065,0.000590011,0.000676933,0.000757797,0.000833008,0.000902957,0.00091843,0.000974002,0.001025757,0.001073948,0.001118817,0.001058017,0.001089825,0.001119565,0.001147377,0.001173381,0.001062358,0.001076878,0.001090635,0.001103663,0.001115994,0.001047112,0.001053283,0.001059274,0.001065082,0.0010707,0.000909678,0.000905883,0.000902682,0.000900013,0.000897809,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Grassland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-3.302277,-3.338331333,-3.335808667,-3.318362667,-3.297312333,-3.277640667,-2.894793,-2.564070667,-2.257544667,-1.979974333,-1.731374333,-1.551080667,-1.371623,-1.211873667,-1.069343,-0.941838333,-0.824959667,-0.721046333,-0.627385,-0.542806,-0.466301,-0.396638,-0.333636967,-0.276445767,-0.224487633,-0.1772529,-0.1451219,-0.110626633,-0.079231533,-0.0506484,-0.024618733,-0.005268267,0.014480987,0.03247475,0.048871167,0.063813567,0.072311067,0.0825495,0.091881167,0.1003871,0.108141,0.120866533,0.129712367,0.137776467,0.1451285,0.151831167,0.155479133,0.160004533,0.164130267,0.167891533,0.171320967,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,MiscCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.695436155,-0.692440745,-0.68943765,-0.686699405,-0.684203205,-0.681927708,-0.820479073,-0.934252858,-1.037978832,-1.132552879,-1.218776368,-1.123088718,-1.05139048,-0.986024607,-0.92642368,-0.872088985,-0.837023594,-0.803762523,-0.773437742,-0.745790407,-0.720586666,-0.698609017,-0.678492825,-0.660155409,-0.643431824,-0.628187237,-0.601731081,-0.57872673,-0.557755479,-0.538634753,-0.521205878,-0.500398837,-0.481867634,-0.4649695,-0.449566395,-0.43552215,-0.413140103,-0.393586229,-0.375759301,-0.359506351,-0.344687872,-0.324107982,-0.305973645,-0.28944009,-0.274366327,-0.260623125,-0.255199119,-0.249620287,-0.244533963,-0.239896776,-0.235669043,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,OilCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.097441244,0.069830498,0.052993112,0.037642106,0.023646197,0.010885863,-0.002881527,-0.015115604,-0.026269694,-0.036439054,-0.045710815,-0.044654887,-0.045107222,-0.045519254,-0.045895106,-0.046237787,-0.046012002,-0.045886087,-0.045771056,-0.045666608,-0.045571187,-0.045992141,-0.046301557,-0.046583499,-0.046840767,-0.047075493,-0.045965049,-0.045149678,-0.044406173,-0.043728392,-0.043110456,-0.042069156,-0.041191353,-0.040390841,-0.039660976,-0.038995557,-0.037530014,-0.036321671,-0.035219962,-0.034215533,-0.033299799,-0.032982952,-0.032616249,-0.032281899,-0.031977086,-0.031699164,-0.030986089,-0.03040434,-0.029873932,-0.029390349,-0.028949462,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,OtherArableLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,1.11111,1.137051667,1.209002667,1.274606667,1.334413667,1.388944333,1.319681,1.289453,1.261890667,1.236763,1.213853667,1.125996667,1.064422333,1.008285667,0.957102667,0.910440667,0.869821333,0.83226,0.798009667,0.766784333,0.738316333,0.712536,0.688981333,0.667509333,0.647929333,0.63008,0.598847333,0.574511667,0.552321,0.532092,0.513648667,0.492136333,0.473821333,0.457123333,0.441903,0.428021,0.408763667,0.393033667,0.378689667,0.3656125,0.353690333,0.349039167,0.3430779,0.3376428,0.332687667,0.328169967,0.321860367,0.316713467,0.312021233,0.307743333,0.3038431,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,OtherGrain,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.479271305,0.461709827,0.453187673,0.445416957,0.43833304,0.431874215,0.381198041,0.339538623,0.301556818,0.26692798,0.235356107,0.207573898,0.182142358,0.158955835,0.137816381,0.11854294,0.100677352,0.084418763,0.069595328,0.056080677,0.043758699,0.032793737,0.022769737,0.013630501,0.005298055,-0.002298784,-0.007502045,-0.012420817,-0.016905419,-0.020994119,-0.02472188,-0.026736164,-0.028713005,-0.030515182,-0.0321586,-0.033656887,-0.034134169,-0.034659546,-0.035138425,-0.035575063,-0.035973216,-0.038584455,-0.040736898,-0.042699005,-0.044488277,-0.046119596,-0.047315771,-0.048436306,-0.049457801,-0.05038896,-0.051238271,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Pasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.082215833,-0.00977658,0.057973667,0.119360267,0.175024667,0.2255418,0.123579133,0.0712943,0.022834167,-0.021427303,-0.061562233,-0.104685533,-0.1440637,-0.179806733,-0.212165067,-0.241435333,-0.267553,-0.2911744,-0.312567567,-0.331964967,-0.349570467,-0.361755533,-0.372610333,-0.382404,-0.391310333,-0.399435667,-0.408048667,-0.415987,-0.423269,-0.429927667,-0.436003333,-0.436707333,-0.437077667,-0.437330667,-0.437554333,-0.437789,-0.437561667,-0.437367333,-0.437213333,-0.437107,-0.437033667,-0.437785333,-0.438529667,-0.439237333,-0.439897333,-0.440498667,-0.436751333,-0.433092,-0.429678333,-0.426558,-0.423742,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,ProtectedGrassland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.432553,-0.437275667,-0.436945667,-0.434661333,-0.431904,-0.429326333,-0.390573333,-0.352583367,-0.3172796,-0.2853092,-0.2567125,-0.2312629,-0.208639567,-0.188507,-0.1705528,-0.154500133,-0.140109933,-0.127177967,-0.115529333,-0.105016267,-0.0955119,-0.086906233,-0.079105033,-0.0720258,-0.0655963,-0.059752733,-0.054439,-0.049604133,-0.045203767,-0.0411972,-0.0375485,-0.03422518,-0.031197393,-0.028438557,-0.025924507,-0.023633317,-0.021545077,-0.019641673,-0.01790668,-0.016325137,-0.014883403,-0.013569087,-0.01237093,-0.01127863,-0.0102828,-0.009374933,-0.00854722,-0.00779262,-0.007104643,-0.006477423,-0.005905607,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,ProtectedShrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.029101233,0.020039177,0.01474737,0.009910927,0.005490687,0.001450731,0.001264945,0.001100165,0.000954129,0.00082482,0.000710417,0.000609312,0.000520051,0.000441342,0.000372027,0.000311081,0.000257575,0.000210684,0.000169672,0.000133882,0.000102725,7.57E-05,5.23E-05,3.21E-05,1.48E-05,-5.89E-08,-1.27E-05,-2.33E-05,-3.22E-05,-3.96E-05,-4.57E-05,-5.06E-05,-5.45E-05,-5.75E-05,-5.97E-05,-6.13E-05,-6.23E-05,-6.28E-05,-6.28E-05,-6.25E-05,-6.20E-05,-6.11E-05,-6.01E-05,-5.88E-05,-5.74E-05,-5.60E-05,-5.44E-05,-5.27E-05,-5.10E-05,-4.93E-05,-4.76E-05,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,ProtectedUnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.00292923,-0.0034709,-0.003954683,-0.004386653,-0.00477235,-0.00511665,-0.004920043,-0.004720907,-0.00452111,-0.004322303,-0.004125843,-0.003932793,-0.003743997,-0.003560198,-0.003381873,-0.003209422,-0.003043124,-0.002883159,-0.002729628,-0.002582562,-0.002441938,-0.002307694,-0.002179723,-0.002057891,-0.001942043,-0.001832002,-0.001727576,-0.001628572,-0.001534782,-0.001445998,-0.001362009,-0.001282607,-0.001207584,-0.001136733,-0.001069856,-0.001006753,-0.000947243,-0.000891136,-0.000838255,-0.000788432,-0.000741503,-0.000697312,-0.000655703,-0.000616539,-0.000579685,-0.000545006,-0.00051238,-0.00048169,-0.000452826,-0.000425682,-0.000400158,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,ProtectedUnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.2117335,0.229063633,0.238334433,0.246786833,0.254493067,0.261519133,0.2100989,0.1915518,0.174642233,0.159225367,0.1451692,0.1323542,0.12067,0.1100176,0.1003057,0.0914507,0.0833778,0.076017333,0.069306967,0.0631884,0.0576103,0.052524633,0.047888133,0.043660467,0.039806433,0.0362923,0.033088513,0.030167537,0.027504437,0.025076407,0.02286273,0.02084445,0.01900437,0.017326687,0.015797137,0.014402593,0.013131177,0.011971997,0.010915153,0.00995159,0.009073093,0.00827211,0.007541893,0.0068761,0.006269083,0.005715673,0.005211103,0.004751083,0.00433169,0.003949293,0.003600652,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Rapeseed,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.2940542,-0.2861782,-0.2841608,-0.2823216,-0.2806452,-0.2791162,-0.2599443,-0.24607,-0.2334211,-0.2218887,-0.211374167,-0.199551733,-0.1892264,-0.1798126,-0.171229667,-0.163404267,-0.1548206,-0.147288167,-0.140420867,-0.134159667,-0.1284514,-0.1218492,-0.116113067,-0.1108833,-0.106115423,-0.101768077,-0.097623607,-0.093881737,-0.09047027,-0.087359947,-0.084524293,-0.08269602,-0.080875557,-0.079215987,-0.07770279,-0.076323243,-0.074399637,-0.072781097,-0.071305043,-0.06995967,-0.068732803,-0.06919341,-0.069293033,-0.06938371,-0.069466393,-0.06954189,-0.069072117,-0.068752823,-0.06846202,-0.068196773,-0.067954957,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,RootTuber,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.008726447,-0.017424587,-0.02270356,-0.027516573,-0.031904693,-0.035905393,-0.029975293,-0.027572123,-0.025381107,-0.02338347,-0.0215622,-0.019876707,-0.018347817,-0.016953933,-0.015683067,-0.0145244,-0.013316747,-0.01226313,-0.011302537,-0.010426717,-0.009628227,-0.009228945,-0.008761779,-0.008335903,-0.00794761,-0.007593575,-0.007096804,-0.006698483,-0.006335307,-0.006004163,-0.005702279,-0.005374714,-0.005092494,-0.004835175,-0.004600567,-0.004386672,-0.004138013,-0.003928126,-0.00373677,-0.003562306,-0.003403239,-0.00310097,-0.002874692,-0.002668395,-0.002480302,-0.002308819,-0.002082919,-0.001898769,-0.001730882,-0.001577808,-0.001438252,87,SG17_30cm_Q3,2023_03_22,2023_03_23,GCAM 5.1.2
